country,room_type,traveler_type,nr_nights,year,month,score,full_review,emotion,emotion_score,year_month
Chile,Single Room,Solo traveller,3,2023,2,2.0,"A very bad hotel Nothing I had a strong smell of chlorine when I entered, the bathroom was bad, the bed was without phrase and although there is air conditioning, they do not facilitate the remote control to occupy it, so it is very cold. The bathroom tub is small, the doors are old and sound and is badly soundless, you have to leave the keys to do toilet (which do not warn), and it shows that the staff does not like to work there ..",disgust,0.9440265893936157,2023-02
Spain,Double Room,Family,1,2023,2,1.0,"Bad No highlights mentioned. Breakfast is not consistent with the price, he left much to be desired",disgust,0.562022864818573,2023-02
Portugal,Double Room,Couple,2,2023,2,1.0,It looks like a prison. nothing all,disgust,0.36456072330474854,2023-02
Spain,Double Room,Family,1,2023,2,1.0,"Bad Nothing The Fatal Super Antigua Hotel 
Breakfast only bread when we went down to breakfast there was nothing 
We ordered water to buy and there was no
I didn't command either",sadness,0.6067559719085693,2023-02
Portugal,Double Room,Couple,1,2022,12,3.0,No highlights mentioned. No issues mentioned.,neutral,0.8930596709251404,2022-12
Portugal,Twin Room,Couple,3,2023,2,1.0,"I prefer to sleep in the car. Only employee education. All. The bathroom smells bad and the ventilation duct makes so much noise that it looked like a washing machine inside the room. Not to mention that breakfast is really small, about a bread per person 😂😂😂.",disgust,0.9527207612991333,2023-02
Portugal,Double Room,Couple,1,2023,2,1.0,"Terrible and I don't even recommend it to my worst enemy. I didn't like anything. All. Poor service, incompetent and handy and disrespectful employees. They said badly the breakfast time and when we arrived there was nothing to eat anymore. The room had little conditions and the bathroom was in poor condition.",disgust,0.7454524040222168,2023-02
Argentina,Double Room,Couple,2,2023,2,2.0,"I would have preferred to pay a little more, for another option. Attention and location. 
Breakfast. The shower did not stay still, impossible to bathe.
The room had tobacco smell.
The WC left its place.",disgust,0.9545236825942993,2023-02
Portugal,Double Room,Family,1,2023,2,1.0,Bad To leave Of the end,sadness,0.4868815541267395,2023-02
Belarus,Double Room,Family,1,2023,2,3.0,"Poor Nothing There was no hot water. In the evening it was warm, in the morning it was not at all. The cost was so -so. A lot of rolls, cheese, ham, cocoa, coffee, tea. There is no hairdryer in the room, but I asked the administrator, they gave a hair dryer.",sadness,0.6058375239372253,2023-02
France,Single Room,Solo traveller,3,2023,2,8.0,Very good No highlights mentioned. He missed hot water for 2 days ... in winter it's complicated,neutral,0.5383228063583374,2023-02
Portugal,Single Room,Solo traveller,1,2023,2,1.0,"Bad Location near the place where I would have to move to work. Unlike the information registered on the platform, the hotel offers no minimum basic services: the room had no air conditioning system, nor hot water for baths. Cleaning is poor and unprofessional service. The paper complaints book was requested, which was not made available. The receptionist could not find him. Unfortunate (and infringing what the Portuguese law provides).",sadness,0.6109184622764587,2023-02
Brazil,Single Room,Solo traveller,1,2023,2,1.0,"Bad experience! I do not recommend price. However, it did not compensate for paying less. There was no hot water in the hotel !!! The bathroom duch support was broken. Impossible to bathe in this hotel!",disgust,0.436384916305542,2023-02
Portugal,Double Room,Family,1,2023,1,4.0,"Disappointing Location The air conditioner did not work, the lamps of the lamps were cast, at night I heard all the intimate noise of the next room.",fear,0.40443113446235657,2023-01
Spain,Double Room,Family,1,2023,1,1.0,Bad I was able to cancel at the hotel the night because the room was not right. The state of the room,sadness,0.9434584379196167,2023-01
Spain,Double Room,Family,3,2023,1,2.0,A disaster That was close to the subway How dirty the bathroom and room was,disgust,0.956631064414978,2023-01
Spain,Twin Room,Group,1,2022,12,1.0,"Fatality, the worst accommodation I have been able to be. no disastrous cleaning Bad smell. We had to ask for reimbursement.",disgust,0.9286195635795593,2022-12
Spain,Twin Room,Couple,4,2022,11,8.0,Very good! Excellent treatment very professional! 5 minutes from the subway Maybe the facilities are not the new ones but it is very good,joy,0.9543759822845459,2022-11
Spain,Double Room,Family,1,2022,12,2.0,"A site to never return No highlights mentioned. It was cold in the room, the room with the cradle became small, the room of the room did not close well so the air entered, the cleaning left much to be desired, the disastrous breakfast and if it were not because it is paid before seeing these conditions we torn ourselves",sadness,0.4370039403438568,2022-12
Portugal,Double Room,Couple,1,2022,12,1.0,"Shameful Nothing Without air conditioning and the photos did not correspond to reality. Went to check in and then go down to ask for the return of the money. Amazing how you can advertise so misleading. We saw a group of people who had arrived before us and who were in the bedroom next to the skewed look around, initially we didn't understand, then when we came back we saw the same group asking for the return of the money they had paid for the stay and leaving.",disgust,0.9045119881629944,2022-12
Portugal,Twin Room,Solo traveller,2,2022,11,2.0,"Bad No highlights mentioned. The room had mold on the ceiling, I was disgusted with the bathroom, I was unable to bathe, the bed had hair, I didn't have the courage to face the pillow I had to put a nightgown over, the staff were strange, one looked drugged and laughed if it was in another world already with an age was talking to a ""friend"" at the reception to say blunders. Breakfast was terrible, there was no bread, cheese, ham, nothing ... it's a misery. 
Not to mention that the bathroom had a lamp because there was no light.",disgust,0.9829924702644348,2022-11
Spain,Double Room,Couple,2,2022,12,2.0,"I would look for another option for € 20 safer that you find something better It is located near the Metro station that connects with the center of Porto, options to eat nearby and you can leave the car out of the White Hotel Very deteriorated facilities, the bathroom was not neat, it had a dropper and moisture, very dirty in general very old and old everything",disgust,0.9292952418327332,2022-12
Portugal,Double Room,Family,1,2022,12,3.0,"Poor No highlights mentioned. Terrible room, noise",fear,0.6976193785667419,2022-12
Portugal,Twin Room,Couple,1,2022,12,1.0,"poor I don't feel good When we first checked in, our front desk was very friendly. After checking in, the room was very cold but the air conditioning was broken. We went to the front desk to negotiate if we could change rooms, but after changing someone at the front desk, we were very unfriendly. He didn't even check if there were any available rooms, and told us that the rooms were full. We were frozen all night without any accident. The interior facilities of the room are very old and the roof has cracked and painted, which is completely inconsistent with the picture. The room is not soundproofed! There were other people's hair on the bed, and the quilt was yellow when it was lifted. I had to wonder if I had changed the bed cover. This is the worst hotel I've ever booked on booking, it's not a hotel at all!",anger,0.5703720450401306,2022-12
Brazil,Twin Room,Family,18,2022,9,10.0,"Left a lot I was with my uncle, an 83 -year -old man for 20 days at the Portinari Hotel. During this time, we went for a walk and visit relatives in the morning, we came back in the afternoon. The hotel staff always requested, guided us how to get to the main sights. We love this stay at Portinari, it was all wonderful… from the cleanliness, education and kindness of all and especially breakfast, always perfect, the best coffee in Portugal !!! We left a very tight hug to all the employees and thank you all for the affection with which we were received and treated. From ter that say goodbye to everyone.",joy,0.8908504843711853,2022-09
Spain,Twin Room,Family,2,2022,10,8.0,"Very good The best good communication with all kinds of transport, the kindness of staff and breakfast. Comfortable beds and the docks a little old but everything was perfect. A great couple getaway. No issues mentioned.",joy,0.8292121887207031,2022-10
Portugal,Double Room,Couple,2,2022,11,4.0,"horrible. I didn't have a good ""hotel"" experience, soon there is nothing I liked in it. Unfortunately I didn't like anything, there was everything that happens in the broker is even in the rooms there is a great transparency, there is no conditions, bathrooms with mold, the bed, corners of the bedroom dirty in the winter had summer sheets, super thin quilt, marades of poorly educated cleaning, windows and blinds of the room, mirror of the broken bathroom, never back there.",disgust,0.7393893599510193,2022-11
Finland,Single Room,Group,4,2022,11,4.0,"2 star hotel, not wonderful location was close to the school we visited The beds were quite hard and the rooms were old. The air conditioning worked poorly and there were not many options for breakfast",sadness,0.695762038230896,2022-11
Portugal,Double Room,Family,4,2022,11,3.0,"If it weren't for the unbearable deck of ventilation in the rooms. There was no shortage of hot water, there were towels, the feedback was not bad at all. Asbestos tile next to the window. A lot of noise in the rooms due to the ventilation of the cabin. Badly clean breakfast zone. Doors close badly. Pipering Sanita makes a lot of noise. Shower curtain with bulir. Few sockets in the room",disgust,0.8828035593032837,2022-11
