country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
peru,comfort double room,couple,3,2022,9,9.0,superb,"the hotel is very nice, good room and good services but it is a bit far from where everything happens",location away walking
spain,comfort double room,couple,2,2022,8,8.0,very good,"the beautiful hotel, friendly staff. the room had very beautiful views, the sunset looked. the comfortable beds.",location-price
france,comfort suite,family,4,2022,10,8.0,very good,"location of the hotel, spacious room",noisy breakfast room
spain,comfort twin room,couple,1,2022,9,9.0,pleasant,wide room. on the 17th floor you can take something and have a very beautiful view of the city.  there is a parking lot attached to the hotel that is well price.,"to say something, the carpet of the room."
kazakhstan,comfort family room plus,family,1,2022,9,10.0,exceptional,"location, good breakfast, cozy rooms, comfortable bed, spacious bathroom.",no review
mexico,comfort twin room,family,4,2022,9,9.0,superb,the hotel has a beautiful view,no review
germany,comfort king room,couple,2,2022,9,9.0,nice hotel,"nice hotel with a great view of the city, very close to the subway trindade. we had a large, beautiful room in which we felt very comfortable. the selection at breakfast was very good.",the pillows were a bit uncomfortable.
israel,comfort family room,family,2,2022,9,10.0,exceptional,large and clean rooms.  the hotel staff is very kind and does everything to enjoy the stay. a good aromic morning ministers  excellent location short walk from places  central. we loved very much!!,no review
spain,comfort double room,solo traveller,2,2022,8,9.0,good experience,hotel that looks old already but is partially renovated and has very good maintenance and cleaning. breakfast of very good quality. the cafeteria above all with very good views. friendly staff. in the room all services of 4 stars of rigor.,perhaps somewhat outdated aesthetics and the appearance of the building on the outside that is something gloomy.
germany,plus comfort suite,family,5,2022,9,8.0,average,spacious accommodation with 2 rooms very clean.,"the breakfast was very sugar -heavy. personally, i would have liked to be unsnecessary ceralies. vocide was made of whole powder, the bacon was not crispy. definitely not 4 stars!"
switzerland,comfort twin room,couple,4,2022,9,8.0,very good,- close to the center (5 to 10 minutes on foot) - parkaus (silo) next door - great view on the 8th floor from the balcony,no review
brazil,comfort king room,couple,2,2022,9,9.0,i felt at home,very good breakfast. pleasant and prestigious staff,price
brazil,comfort suite,group,5,2022,9,9.0,excellent,excellent bed.,no review
spain,comfort family room,family,5,2022,8,10.0,i would undoubtedly return!,"all excellent, a perfect location and a quality hotel. the perfect breakfast with very good coffee. we have been in the family and very broad and comfortable suite.",small tvs but it is an unimportant detail.
spain,comfort twin room,couple,4,2022,9,8.0,very good,the room  the personnel who attended breakfast,regular reception staff very lazy breakfast
united states,comfort single room,solo traveller,1,2022,9,10.0,the best of the best,excellent,"nothing, all very bn"
spain,comfort twin room,couple,9,2022,9,9.0,a very pleasant stay in porto,"everything, very good location, near the most tourist area. the room very wide and comfortable. very friendly and attentive staff. fabulous views from the 17th floor terrace and from the room.",we liked everything
germany,comfort king room,couple,4,2022,7,9.0,short trip to porto to the atlantic,"centrally located hotel, very easily accessible on foot. nice and helpful staff gives good tips. near the hotel there is a very inconspicuous but very good local restaurant, recommended - just ask at the reception.","unfortunately, the roof-top-bar in relation to the outside area is quite small, i.e. there are few places outdoors. a real outdoor breed would be nice."
france,comfort double room,solo traveller,4,2022,8,8.0,pleasant stay,"quiet, well located",no review
netherlands,comfort single room,group,3,2022,9,9.0,superb,"fantastic breakfast, friendly staff, clean and fresh room, beautiful view and centrally located.",nothing
france,comfort double room,couple,5,2022,9,8.0,very good,alright,no review
angola,comfort suite,family,1,2022,9,10.0,"great and nice, i recommend",quarto,checkout time
brazil,comfort family room,couple,2,2022,7,8.0,very good,location,cleaning and very dark rooms
spain,comfort twin room,couple,1,2022,8,9.0,superb,the room is very wide. the bed very comfortable. the views of the spectacular terrace.,the carpet of the room needs to improve.
portugal,comfort double room,family,2,2022,9,8.0,fantastic location,fantastic location. managing to do almost all the downtown of porto on foot. metro trinity near which allows you to easily go where you want metro as it is an interface season with the various lines. there is no parking lot but has mm park in front with the possibility of purchasing ticket for several days in advance for reasonable price.,nothing to mention.
spain,comfort double room,couple,1,2022,9,10.0,exceptional,the location. the deal.,no review
france,comfort double room,couple,3,2022,9,8.0,very good,friendly and available staff,old tv network and works badly  very worn bedroom flooring
spain,comfort family room,couple,2,2022,9,9.0,superb,the location and can be seen from the terrace all porto,you need an update is a bit old
denmark,comfort suite,group,4,2022,7,8.0,very good,large rooms - good location,no review
spain,comfort king room,couple,2,2022,9,8.0,very good,the very central location. quiet area with restaurants around. there is a parking parking where you can get bonds for days and leave cheap. good breakfast and staff kindness,the carpet was a little stained. the very dark halls.
netherlands,comfort king room,couple,2,2022,9,8.0,prima,"nice view, good location","not everything was clean, blood stains in bed and curtains, breakfast moderate"
italy,comfort king room,couple,3,2022,9,9.0,superb,beautiful location closely close to the center. convenience of the public parking parksilo in front of the hotel. the last 2 floors of the hotel are beautiful where the bar and restaurant with terraces with a city view are found respectively.,x
portugal,comfort double room,family,2,2022,9,10.0,exceptional,"price quality relationship, sympathy of employees, location according to the intended work,","nothing to register or declare,"
spain,comfort family room plus,family,1,2022,9,10.0,exceptional,"staff, facilities and breakfast service.","all excellent, we will surely return"
italy,comfort single room,solo traveller,2,2022,7,8.0,fully satisfying,"comfortable location to visit the city. excellent breakfast, varied, abundant and tasty. internal set -up both from the common spaces and of the very accurate, clean and modern room.",room a little too small.
