country,room_type,traveler_type,nr_nights,date,year,month,score,title_review_en,pos_review_en,neg_review_en
Belgium,Single Room,Group,3,October 2022,2022,October,3.0,A hotel that had its best time ...,"The location on the Terminus van Metrolijn D, so you quickly got into the center of the city. 24-hour service at the desk was pretty good, the best official of the whole hotel was that night watchman.","The breakfast was very skinny. Only on the third morning, when the night watchman also did breakfast it was good. The first day of our stay there was no fruit juice or water. The second day there was one carafe, but the owner did not fill it when she was empty. We drank fruit juice from our coffee bag due to lack of glasses. The fresh fruit was partly rotten, partly relieved. The first two days, when the owner did breakfast, he had no eye for his guests. The room was not free on arrival. We were allowed to wait and were offered a beer, but since none of us do not drink alcohol, the owner of the hotel clearly demonstrated his mispring on our beer. The bathroom in one of the rooms was lubrication, the other was dirty. When we came back to the room in the evening on day two, there was a half -filled garbage bag that the clean team had forgotten."
Portugal,Double Room,Couple,2,October 2022,2022,October,1.0,Uncomfortable situation,I liked the location.,"Lack of hygiene, the ""bathtub"" about the floor was very high, the shower support was about 1.50m high, which did not give a person under the shower without hitting his head on his own, the shower support did not hold the shower in conditions and fall, the bathroom smell of sewage, both the toilet and the bathroom were clogged with feces Sanita, the room has no sound insulation, there was a lot of people from the next rooms as well as the people of the bedrooms on top and the hallway, when we arrived on the first day and we entered the room we went to check the sheets with a black light we always have, in which the downstairs and a pillowcase were offended and were offended by ordering other sheets and pillowcases and caught the situation."
Brazil,Double Room,Couple,1,October 2022,2022,October,8.0,Cost benefit ok,"Good cost benefit for one night, spacious and comfortable room.","There was no elevator, we arrived later for breakfast (9:30) and had nothing more to eat."
Spain,Double Room,Couple,1,October 2022,2022,October,4.0,In Fu,No review,A lot of noise
Portugal,Double Room,Couple,1,October 2022,2022,October,3.0,Property without conservation,No review,The bathroom is very old and the discharges and showers of the other fit make a big noise when they are being used which is impossible to sleep. Tap sink that does not close and clogged bath.
Portugal,Double Room,Solo traveller,2,September 2022,2022,September,4.0,Apart from the noise is Corret,Correct breakfast and very nice staff.,Noise from the street and a ventilation engine or other turning point overnight. A little old bathroom.
Portugal,Double Room,Couple,1,September 2022,2022,September,1.0,Uncovered,Nothing,"Lack of hygiene, continuous night noise, damaged air conditioning, TV does not work, lack of isolation. Inadmissible the attribution of a hotel category to a degraded building. It is unfortunate that Booking announces and recommends this mirror. Update your description and read the numerous negative comments from other customers. Cordially"
Portugal,Single Room,Solo traveller,1,July 2022,2022,July,10.0,Excellent,Excellent breakfast.,No review
Netherlands,Double Room,Couple,3,September 2022,2022,September,8.0,Very good,Good service and nice people. The breakfast was good and varied. The hotel is not close to the city and a tourist part but you can take the metro that is close by and is very good to do,Parking is difficult. The bedrooms are outdated and are ready for a makeover but was clean and I think that is important.
Germany,Double Room,Couple,3,September 2022,2022,September,2.0,Never again...,"For me, the staff was the only positive ... they were really very friendly and tried to eliminate defects.","The entire accommodation is urgently in need of renovation from the grubby color on the walls, to the equipment, which is certainly older than my grandma. The whole room had an unpleasant smell that did not disappear despite ventilation. There was only 1 socket throughout the room. The tap drips in the bathtub and leaves not identifiable traces. The toilet lid was loose on the toilet. When asked, they tried to fix this immediately, unfortunately with little success.  Since I could no longer have endured the condition, we were looking for new accommodation after the 1st night.  I didn't expect luxury for the price, but that's not even worth the cheapest price that you have to pay ..."
Portugal,Double Room,Family,1,September 2022,2022,September,9.0,Superb,I have nothing to complain about,"Good service,. The excellent stay, all very clean and organized, I really liked it and I intend to come back more often"
Chile,Double Room,Family,2,September 2022,2022,September,9.0,Superb,Staff treatment,The bath was somewhat damaged
Peru,Double Room,Couple,1,June 2022,2022,June,4.0,It was not the most pleasant.,The price is not expensive.,"He was not clean, and he who attended seemed thin."
Brazil,Double Room,Couple,2,September 2022,2022,September,9.0,Excellent cost benefit,"Good location for those who do not care about a bus, is close to several lines. There are good restaurants nearby, as well as a walking/running park and a nearby gym. Breakfast included was good.","It's an old hotel, it's not in the city's historic ruler - but it's not the proposal."
France,Single Room,Solo traveller,2,September 2022,2022,September,8.0,Very good,Reception,No review
Brazil,Single Room,Solo traveller,7,August 2022,2022,August,8.0,A good place to stay,The location was very good for my purpose.,A fridge is missing in the room to proder keep your water fresh and other foods you want to keep.
Spain,Double Room,Couple,2,August 2022,2022,August,4.0,Disappointing,"The attentive staff, the room very clean",The hotel needs maintenance
Spain,Twin Room,Family,1,August 2022,2022,August,9.0,Superb,All in general,Nothing
Brazil,Twin Room,Family,8,August 2022,2022,August,10.0,Great experience,Extremely helpful employees and very well organized place.,I believe it could have a better variation in breakfast.
Spain,Twin Room,Group,5,August 2022,2022,August,8.0,Very good,"Those who worked there were very nice, super lovely",The location was far from the center
Spain,Double Room,Couple,1,August 2022,2022,August,4.0,Disappointing,staff and location,The bed was nothing comfortable and the bathroom quite outdated
Spain,Twin Room,Family,7,August 2022,2022,August,8.0,Very good,Cleaning,No review
Spain,Twin Room,Couple,2,August 2022,2022,August,1.0,Horrible,Nothing was disgusting,"Everything was quite dirty and horrible, the bathroom did not even They dignified to clean it, they don't look anything like the  photos that put in booking, dirty towels,  The sheets too, there was dust and mold everywhere TV was from the year before Christ and the light left us to go to the second day, not to mention the air conditioning  That was not going. Super shabby breakfast  There were four stale things and on top with mosquitoes. The staff only deigned to speak in Portuguese  (Not even in English) and nothing was understood. A why hotel with all the letters. We will not return."
United Kingdom,Twin Room,Family,1,August 2022,2022,August,3.0,Poor,Location,The room was dirty the dirty bathroom full of rust and was also clogged
Brazil,Twin Room,Family,4,August 2022,2022,August,10.0,Exceptional,I liked everything.,No review
Portugal,Double Room,Couple,1,August 2022,2022,August,2.0,It was not a pleasant experience for a 2* Hotel deserved greater care,"Reasonable breakfast, accessible service and air conditioning","much sound that did not let sleep, lack of parking lot"
Spain,Twin Room,Family,3,August 2022,2022,August,1.0,I would not come back ...,The parking without paying in front of the hotel and that area is very close to the metro line.,"Missing elevator, needs a reform at all levels because everything was heard in the rooms and the showers were full of oxide. The beds are not comfortable and have a very loose breakfast."
